"","X","Country","Year","sex","age","suicides_no","population","suicides.100k.pop","gdp_for_year....","gdp_per_capita....","generation","DocsPer1000","NursesPer1000","SE.TER.ENRR","SE.XPD.TOTL.GD.ZS","SH.MED.BEDS.ZS","SH.XPD.PRIV.ZS","SH.XPD.PUBL.ZS","SL.UEM.TOTL.FE.ZS","SL.UEM.TOTL.MA.ZS","SL.UEM.TOTL.ZS","SP.POP.80UP.FE","SP.RUR.TOTL.ZS","SP.URB.TOTL.IN.ZS"
"1",1,"Australia",2000,"female","75+ years",33,652895,5.05,194,23219,"G.I. Generation",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"2",2,"Australia",2000,"female","15-24 years",78,1285283,6.07,194,23219,"Generation X",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"3",3,"Australia",2000,"male","35-54 years",745,2769752,26.9,194,23219,"Boomers",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"4",4,"Australia",2000,"male","15-24 years",271,1333011,20.33,194,23219,"Generation X",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"5",5,"Australia",2000,"male","55-74 years",281,1522620,18.46,194,23219,"Silent",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"6",6,"Australia",2000,"female","25-34 years",106,1445332,7.33,194,23219,"Generation X",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"7",7,"Australia",2000,"female","35-54 years",200,2782583,7.19,194,23219,"Boomers",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"8",8,"Australia",2000,"male","5-14 years",8,1377301,0.58,194,23219,"Millenials",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"9",9,"Australia",2000,"male","25-34 years",466,1430700,32.57,194,23219,"Generation X",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"10",10,"Australia",2000,"female","5-14 years",1,1309796,0.08,194,23219,"Millenials",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"11",11,"Australia",2000,"female","55-74 years",87,1549060,5.62,194,23219,"Silent",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"12",12,"Australia",2000,"male","75+ years",115,416077,27.64,194,23219,"G.I. Generation",2.49,10.07,67.0389099121094,4.89465999603271,7.8000001907,2.67863348399026,5.39951166600973,6.09999990463257,6.5,6.30000019073486,356484,12.835,87.165
"13",13,"Australia",2001,"female","75+ years",39,677113,5.76,175,20860,"Silent",2.56,9.95,67.0050506591797,4.89465999603271,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"14",14,"Australia",2001,"female","5-14 years",4,1317968,0.3,175,20860,"Millenials",2.56,9.95,67.0050506591797,4.89465999603271,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"15",15,"Australia",2001,"male","75+ years",115,437528,26.28,175,20860,"Silent",2.56,9.95,67.0050506591797,4.7507700920105,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"16",16,"Australia",2001,"female","15-24 years",63,1303713,4.83,175,20860,"Millenials",2.56,9.95,67.0050506591797,4.89465999603271,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"17",17,"Australia",2001,"male","25-34 years",489,1427829,34.25,175,20860,"Generation X",2.56,9.95,67.0050506591797,4.7507700920105,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"18",18,"Australia",2001,"male","55-74 years",296,1566014,18.9,175,20860,"Silent",2.56,9.95,67.0050506591797,4.89465999603271,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"19",19,"Australia",2001,"male","35-54 years",752,2803465,26.82,175,20860,"Boomers",2.56,9.95,67.0050506591797,4.89465999603271,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"20",20,"Australia",2001,"male","5-14 years",4,1386873,0.29,175,20860,"Millenials",2.56,9.95,67.0050506591797,4.7507700920105,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"21",21,"Australia",2001,"female","35-54 years",226,2827367,7.99,175,20860,"Boomers",2.56,9.95,67.0050506591797,4.89465999603271,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"22",22,"Australia",2001,"female","25-34 years",109,1445867,7.54,175,20860,"Generation X",2.56,9.95,67.0050506591797,4.7507700920105,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"23",23,"Australia",2001,"male","15-24 years",280,1351444,20.72,175,20860,"Millenials",2.56,9.95,67.0050506591797,4.7507700920105,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"24",24,"Australia",2001,"female","55-74 years",81,1585702,5.11,175,20860,"Silent",2.56,9.95,67.0050506591797,4.7507700920105,7.5999999046,2.75768004331882,5.42099865976707,6.5,7,6.80000019073486,372714,12.622,87.378
"25",25,"Australia",2002,"male","25-34 years",452,1433165,31.54,185,21474,"Generation X",2.56,9.94,75.7524337768555,4.95388984680176,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"26",26,"Australia",2002,"female","5-14 years",4,1321845,0.3,185,21474,"Millenials",2.56,9.94,75.7524337768555,4.95388984680176,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"27",27,"Australia",2002,"male","15-24 years",246,1372770,17.92,185,21474,"Millenials",2.56,9.94,75.7524337768555,4.95388984680176,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"28",28,"Australia",2002,"female","35-54 years",213,2845525,7.49,185,21474,"Boomers",2.56,9.94,75.7524337768555,4.95388984680176,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"29",29,"Australia",2002,"female","25-34 years",103,1444148,7.13,185,21474,"Generation X",2.56,9.94,75.7524337768555,5.07496976852417,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"30",30,"Australia",2002,"male","55-74 years",266,1626692,16.35,185,21474,"Silent",2.56,9.94,75.7524337768555,5.07496976852417,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"31",31,"Australia",2002,"male","35-54 years",744,2820596,26.38,185,21474,"Boomers",2.56,9.94,75.7524337768555,5.07496976852417,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"32",32,"Australia",2002,"male","5-14 years",4,1391412,0.29,185,21474,"Millenials",2.56,9.94,75.7524337768555,5.07496976852417,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"33",33,"Australia",2002,"female","75+ years",36,696793,5.17,185,21474,"Silent",2.56,9.94,75.7524337768555,4.95388984680176,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"34",34,"Australia",2002,"male","75+ years",101,456942,22.1,185,21474,"Silent",2.56,9.94,75.7524337768555,5.07496976852417,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"35",35,"Australia",2002,"female","55-74 years",92,1643643,5.6,185,21474,"Silent",2.56,9.94,75.7524337768555,5.07496976852417,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"36",36,"Australia",2002,"female","15-24 years",58,1316527,4.41,185,21474,"Millenials",2.56,9.94,75.7524337768555,4.95388984680176,4,2.76977818501043,5.62066014498957,6.19999980926514,6.59999990463257,6.40000009536743,389729,12.459,87.541
"37",37,"Australia",2003,"male","15-24 years",243,1394989,17.42,206,25059,"Millenials",2.63,9.94,73.3942565917969,4.95388984680176,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"38",38,"Australia",2003,"male","75+ years",103,476387,21.62,206,25059,"Silent",2.63,9.94,73.3942565917969,5.07496976852417,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"39",39,"Australia",2003,"female","35-54 years",195,2868971,6.8,206,25059,"Boomers",2.63,9.94,73.3942565917969,5.07496976852417,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"40",40,"Australia",2003,"male","25-34 years",394,1437607,27.41,206,25059,"Generation X",2.63,9.94,73.3942565917969,4.95388984680176,9,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"41",41,"Australia",2003,"male","35-54 years",654,2840522,23.02,206,25059,"Boomers",2.63,9.94,73.3942565917969,4.95388984680176,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"42",42,"Australia",2003,"male","5-14 years",7,1393719,0.5,206,25059,"Millenials",2.63,9.94,73.3942565917969,5.07496976852417,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"43",43,"Australia",2003,"female","75+ years",24,716236,3.35,206,25059,"Silent",2.63,9.94,73.3942565917969,5.07496976852417,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"44",44,"Australia",2003,"female","25-34 years",106,1444160,7.34,206,25059,"Generation X",2.63,9.94,73.3942565917969,5.07496976852417,9,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"45",45,"Australia",2003,"female","5-14 years",7,1323202,0.53,206,25059,"Millenials",2.63,9.94,73.3942565917969,5.07496976852417,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"46",46,"Australia",2003,"female","55-74 years",91,1697104,5.36,206,25059,"Silent",2.63,9.94,73.3942565917969,4.95388984680176,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"47",47,"Australia",2003,"male","55-74 years",284,1681943,16.89,206,25059,"Silent",2.63,9.94,73.3942565917969,5.07496976852417,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"48",48,"Australia",2003,"female","15-24 years",48,1333189,3.6,206,25059,"Millenials",2.63,9.94,73.3942565917969,4.95388984680176,4,2.81232385001891,5.50612733998109,5.90000009536743,5.90000009536743,5.90000009536743,407476,12.305,87.695
"49",49,"Australia",2004,"female","55-74 years",69,1741477,3.96,235,32454,"Silent",2.71,10.21,71.6984329223633,5.07496976852417,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"50",50,"Australia",2004,"female","35-54 years",183,2902618,6.3,235,32454,"Boomers",2.71,10.21,71.6984329223633,5.07496976852417,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"51",51,"Australia",2004,"male","5-14 years",7,1402222,0.5,235,32454,"Millenials",2.71,10.21,71.6984329223633,4.95388984680176,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"52",52,"Australia",2004,"male","25-34 years",386,1441319,26.78,235,32454,"Generation X",2.71,10.21,71.6984329223633,4.95388984680176,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"53",53,"Australia",2004,"female","15-24 years",67,1364452,4.91,235,32454,"Millenials",2.71,10.21,71.6984329223633,5.07496976852417,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"54",54,"Australia",2004,"female","25-34 years",82,1446557,5.67,235,32454,"Generation X",2.71,10.21,71.6984329223633,5.07496976852417,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"55",55,"Australia",2004,"female","75+ years",40,726532,5.51,235,32454,"Silent",2.71,10.21,71.6984329223633,5.07496976852417,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"56",56,"Australia",2004,"female","5-14 years",1,1329715,0.08,235,32454,"Millenials",2.71,10.21,71.6984329223633,4.95388984680176,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"57",57,"Australia",2004,"male","75+ years",126,489016,25.77,235,32454,"Silent",2.71,10.21,71.6984329223633,4.95388984680176,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"58",58,"Australia",2004,"male","35-54 years",655,2868425,22.83,235,32454,"Boomers",2.71,10.21,71.6984329223633,4.95388984680176,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"59",59,"Australia",2004,"male","15-24 years",205,1420482,14.43,235,32454,"Millenials",2.71,10.21,71.6984329223633,4.95388984680176,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"60",60,"Australia",2004,"male","55-74 years",293,1721736,17.02,235,32454,"Silent",2.71,10.21,71.6984329223633,5.07496976852417,3.9,2.84942165140848,5.72489888888071,5.5,5.30000019073486,5.40000009536743,424279,12.151,87.849
"61",61,"Australia",2007,"female","25-34 years",90,1460752,6.16,257,43171,"Generation X",3.01,10.2,72.5199508666992,4.66115999221802,3.6,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"62",62,"Australia",2007,"male","55-74 years",305,1877160,16.25,257,43171,"Silent",3.01,10.2,72.5199508666992,4.66115999221802,3.6,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"63",63,"Australia",2007,"male","15-24 years",234,1515524,15.44,257,43171,"Millenials",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"64",64,"Australia",2007,"male","75+ years",124,539184,23,257,43171,"Silent",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"65",65,"Australia",2007,"female","55-74 years",118,1911478,6.17,257,43171,"Silent",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"66",66,"Australia",2007,"female","15-24 years",66,1440419,4.58,257,43171,"Millenials",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"67",67,"Australia",2007,"female","5-14 years",4,1337384,0.3,257,43171,"Generation Z",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"68",68,"Australia",2007,"female","75+ years",33,770691,4.28,257,43171,"Silent",3.01,10.2,72.5199508666992,4.66115999221802,3.6,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"69",69,"Australia",2007,"male","5-14 years",8,1408182,0.57,257,43171,"Generation Z",3.01,10.2,72.5199508666992,4.66115999221802,3.6,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"70",70,"Australia",2007,"male","25-34 years",341,1470431,23.19,257,43171,"Generation X",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"71",71,"Australia",2007,"male","35-54 years",687,2977977,23.07,257,43171,"Boomers",3.01,10.2,72.5199508666992,4.66115999221802,3.6,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"72",72,"Australia",2007,"female","35-54 years",219,3025248,7.24,257,43171,"Boomers",3.01,10.2,72.5199508666992,4.66115999221802,3.8,2.7647540965227,5.76587639494667,4.80000019073486,4.09999990463257,4.40000009536743,464549,11.702,88.298
"73",73,"Australia",2008,"male","35-54 years",765,3015761,25.37,2,52315,"Boomers",3.02,10.3,72.9185409545898,4.63529014587402,3.3,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"74",74,"Australia",2008,"male","75+ years",121,552931,21.88,2,52315,"Silent",3.02,10.3,72.9185409545898,4.63529014587402,3.5,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"75",75,"Australia",2008,"female","55-74 years",97,1974752,4.91,2,52315,"Silent",3.02,10.3,72.9185409545898,4.63529014587402,3.4,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"76",76,"Australia",2008,"female","75+ years",27,781742,3.45,2,52315,"Silent",3.02,10.3,72.9185409545898,4.63529014587402,3.4,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"77",77,"Australia",2008,"female","5-14 years",3,1340626,0.22,2,52315,"Generation Z",3.02,10.3,72.9185409545898,4.63529014587402,3.4,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"78",78,"Australia",2008,"female","15-24 years",60,1473105,4.07,2,52315,"Millenials",3.02,10.3,72.9185409545898,4.63529014587402,3.5,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"79",79,"Australia",2008,"female","25-34 years",90,1494968,6.02,2,52315,"Generation X",3.02,10.3,72.9185409545898,4.63529014587402,3.5,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"80",80,"Australia",2008,"male","25-34 years",354,1512033,23.41,2,52315,"Generation X",3.02,10.3,72.9185409545898,4.63529014587402,3.5,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"81",81,"Australia",2008,"male","15-24 years",228,1560974,14.61,2,52315,"Millenials",3.02,10.3,72.9185409545898,4.63529014587402,3.5,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"82",82,"Australia",2008,"female","35-54 years",231,3066609,7.53,2,52315,"Boomers",3.02,10.3,72.9185409545898,4.63529014587402,3.4,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"83",83,"Australia",2008,"male","55-74 years",357,1935161,18.45,2,52315,"Silent",3.02,10.3,72.9185409545898,4.63529014587402,3.4000000954,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"84",84,"Australia",2008,"male","5-14 years",8,1411650,0.57,2,52315,"Generation Z",3.02,10.3,72.9185409545898,4.63529014587402,3.4,2.85586505405223,5.92763100804262,4.5,3.90000009536743,4.19999980926514,479565,11.555,88.445
"85",85,"Australia",2009,"female","25-34 years",103,1541393,6.68,266,45128,"Generation X",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"86",86,"Australia",2009,"female","75+ years",43,792218,5.43,266,45128,"Silent",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"87",87,"Australia",2009,"female","15-24 years",66,1506719,4.38,266,45128,"Millenials",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"88",88,"Australia",2009,"male","55-74 years",349,1991883,17.52,266,45128,"Silent",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"89",89,"Australia",2009,"male","25-34 years",336,1567118,21.44,266,45128,"Generation X",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"90",90,"Australia",2009,"male","15-24 years",210,1605456,13.08,266,45128,"Millenials",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"91",91,"Australia",2009,"female","55-74 years",116,2037989,5.69,266,45128,"Silent",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"92",92,"Australia",2009,"male","5-14 years",0,1417269,0,266,45128,"Generation Z",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"93",93,"Australia",2009,"male","75+ years",135,566784,23.82,266,45128,"Silent",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"94",94,"Australia",2009,"female","5-14 years",3,1345910,0.22,266,45128,"Generation Z",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"95",95,"Australia",2009,"male","35-54 years",755,3051649,24.74,266,45128,"Boomers",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"96",96,"Australia",2009,"female","35-54 years",221,3104929,7.12,266,45128,"Boomers",3.12,10.18,76.7653732299805,5.09262990951538,3.8,2.85949994875751,6.18655601124249,5.40000009536743,5.80000019073486,5.59999990463257,493448,11.41,88.59
"97",97,"Austria",2000,"female","35-54 years",132,1149412,11.48,87,25922,"Boomers",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"98",98,"Austria",2000,"male","75+ years",172,172839,99.51,87,25922,"G.I. Generation",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"99",99,"Austria",2000,"female","55-74 years",143,840225,17.02,87,25922,"Silent",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"100",100,"Austria",2000,"male","55-74 years",342,730447,46.82,87,25922,"Silent",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"101",101,"Austria",2000,"female","5-14 years",4,461175,0.87,87,25922,"Millenials",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"102",102,"Austria",2000,"female","25-34 years",34,617481,5.51,87,25922,"Generation X",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"103",103,"Austria",2000,"male","15-24 years",106,485710,21.82,87,25922,"Generation X",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"104",104,"Austria",2000,"male","5-14 years",4,484798,0.83,87,25922,"Millenials",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"105",105,"Austria",2000,"male","35-54 years",383,1163122,32.93,87,25922,"Boomers",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"106",106,"Austria",2000,"male","25-34 years",149,622975,23.92,87,25922,"Generation X",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"107",107,"Austria",2000,"female","15-24 years",27,469025,5.76,87,25922,"Generation X",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"108",108,"Austria",2000,"female","75+ years",92,394864,23.3,87,25922,"G.I. Generation",3.85,5.55,56.5725784301758,5.59956979751587,8.6999998093,2.5282007416989,7.53636652560457,3.79999995231628,3.29999995231628,3.5,198425,34.2,65.8
"109",109,"Austria",2001,"female","35-54 years",126,1177652,10.7,88,25848,"Boomers",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
"110",110,"Austria",2001,"male","15-24 years",101,488478,20.68,88,25848,"Millenials",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
"111",111,"Austria",2001,"male","25-34 years",142,604064,23.51,88,25848,"Generation X",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
"112",112,"Austria",2001,"female","25-34 years",41,600540,6.83,88,25848,"Generation X",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
"113",113,"Austria",2001,"male","5-14 years",1,484025,0.21,88,25848,"Millenials",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
"114",114,"Austria",2001,"male","35-54 years",377,1193029,31.6,88,25848,"Boomers",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
"115",115,"Austria",2001,"male","55-74 years",309,735296,42.02,88,25848,"Silent",3.96,5.58,56.8060417175293,5.58634996414185,8.6000003815,2.61572178286744,7.50331422713256,3.79999995231628,3.40000009536743,3.59999990463257,207421,34.199,65.801
